 ,  ,number
Trend,%reducedCost,0.467005076
Trend,F1,0.613251566
Trend,%bug,0.962962963
Trend,%reducedCost,0.531531532
Trend,F1,0.684974325
Trend,%bug,1
Trend,%reducedCost,0.269230769
Trend,F1,0.424242424
Trend,%bug,0.666666667
Trend,%reducedCost,0.736842105
Trend,F1,0.7
Trend,%bug,0.882352941
Trend,%reducedCost,0.584837545
Trend,F1,0.703430308
Trend,%bug,0.806451613
Trend,%reducedCost,0.618518519
Trend,F1,0.700092228
Trend,%bug,0.777777778
Trend,%reducedCost,0.615942029
Trend,F1,0.687463894
Trend,%bug,0.928571429
Trend,%reducedCost,0.247863248
Trend,F1,0.391281785
Trend,%bug,0.941176471
Trend,%reducedCost,0.455830389
Trend,F1,0.614194316
Trend,%bug,0.84375
Trend,%reducedCost,0.468634686
Trend,F1,0.602583253
Trend,%bug,0.9375
Trend,%reducedCost,0.204918033
Trend,F1,0.33632287
Trend,%bug,0.925925926
Trend,%reducedCost,0.506726457
Trend,F1,0.654996522
Trend,%bug,0.825
Trend,%reducedCost,0.598159509
Trend,F1,0.693501455
Trend,%bug,0.846153846
Trend,%reducedCost,0.630769231
Trend,F1,0.72275641
Trend,%bug,1
Trend,%reducedCost,0.25862069
Trend,F1,0.410958904
Trend,%bug,0.735294118
Trend,%reducedCost,0.589090909
Trend,F1,0.654122587
Trend,%bug,0.9
Trend,%reducedCost,0.397163121
Trend,F1,0.551120831
Trend,%bug,1
Trend,%reducedCost,0.549618321
Trend,F1,0.709359606
Trend,%bug,1
Trend,%reducedCost,0.297468354
Trend,F1,0.458536585
Trend,%bug,1
Trend,%reducedCost,0.238095238
Trend,F1,0.384615385
Trend,%bug,0.956521739
Trend,%reducedCost,0.180232558
Trend,F1,0.30331332
Trend,%bug,1
Trend,%reducedCost,0.025862069
Trend,F1,0.050420168
Trend,%bug,1
Trend,%reducedCost,0
Trend,F1,0
Trend,%bug,1
Trend,%reducedCost,0.25862069
Trend,F1,0.410958904
Trend,%bug,0.666666667
Trend,%reducedCost,0.576642336
Trend,F1,0.618395303
Trend,%bug,0.962962963
Trend,%reducedCost,0.489690722
Trend,F1,0.649231174
Trend,%bug,0.88
Trend,%reducedCost,0.58411215
Trend,F1,0.702157539
Trend,%bug,0.333333333
Trend,%reducedCost,0.766990291
Trend,F1,0.464705882
Trend,%bug,0.857142857
Trend,%reducedCost,0.518867925
Trend,F1,0.646425073
Trend,%bug,0.622641509
Trend,%reducedCost,0.755868545
Trend,F1,0.682817119
Trend,%bug,0.875
Trend,%reducedCost,0.536398467
Trend,F1,0.665083135
Trend,%bug,0.515151515
Trend,%reducedCost,0.857142857
Trend,F1,0.643533123
Trend,%bug,0.826086957
Trend,%reducedCost,0.596273292
Trend,F1,0.692614391
Trend,%bug,0.851851852
Trend,%reducedCost,0.571428571
Trend,F1,0.68401487
Trend,%bug,1
Trend,%reducedCost,0.477876106
Trend,F1,0.646706587
Trend,%bug,0.880952381
Trend,%reducedCost,0.628318584
Trend,F1,0.733491554
Trend,%bug,1
Trend,%reducedCost,0.201680672
Trend,F1,0.335664336
Trend,%bug,0.724137931
Trend,%reducedCost,0.686192469
Trend,F1,0.704654731
Trend,%bug,0.622641509
Trend,%reducedCost,0.762910798
Trend,F1,0.685675926
Trend,%bug,0.533333333
Trend,%reducedCost,0.490196078
Trend,F1,0.510855683
Trend,%bug,0.956521739
Trend,%reducedCost,0.208092486
Trend,F1,0.341821321
Trend,%bug,1
Trend,%reducedCost,0.064814815
Trend,F1,0.12173913
Trend,%bug,0.92
Trend,%reducedCost,0.531707317
Trend,F1,0.673924731
Trend,%bug,0.9375
Trend,%reducedCost,0.391304348
Trend,F1,0.552147239
Trend,%bug,1
Trend,%reducedCost,0.248
Trend,F1,0.397435897
Trend,%bug,0.785714286
Trend,%reducedCost,0.602373887
Trend,F1,0.681936173
Trend,%bug,0.347826087
Trend,%reducedCost,0.912655971
Trend,F1,0.503689129
Trend,%bug,1
Trend,%reducedCost,0.35862069
Trend,F1,0.527918782
Trend,%bug,0.884615385
Trend,%reducedCost,0.38172043
Trend,F1,0.533311561
Trend,%bug,0.894736842
Trend,%reducedCost,0.481203008
Trend,F1,0.625826862
Trend,%bug,0.347826087
Trend,%reducedCost,0.90747331
Trend,F1,0.502896586
Trend,%bug,0.958333333
Trend,%reducedCost,0.511494253
Trend,F1,0.666992506
Trend,%bug,0.696969697
Trend,%reducedCost,0.726618705
Trend,F1,0.711485452
Trend,%bug,0.92
Trend,%reducedCost,0.536585366
Trend,F1,0.677829873
Trend,%bug,0.95
Trend,%reducedCost,0.496503497
Trend,F1,0.652163403
Trend,%bug,0.676470588
Trend,%reducedCost,0.628676471
Trend,F1,0.651698426
Trend,%bug,0.891304348
Trend,%reducedCost,0.610215054
Trend,F1,0.724449288
Trend,%bug,0.9
Trend,%reducedCost,0.435684647
Trend,F1,0.587138863
Trend,%bug,1
Trend,%reducedCost,0.589147287
Trend,F1,0.741463415
Trend,%bug,0.967741935
Trend,%reducedCost,0.532
Trend,F1,0.686569732
Trend,%bug,1
Trend,%reducedCost,0.299212598
Trend,F1,0.460606061
Trend,%bug,0.944444444
Trend,%reducedCost,0.628787879
Trend,F1,0.754949171
Trend,%bug,1
Trend,%reducedCost,0.009615385
Trend,F1,0.019047619
Trend,%bug,1
Trend,%reducedCost,0.171641791
Trend,F1,0.292993631
Trend,%bug,1
Trend,%reducedCost,0.368794326
Trend,F1,0.538860104
Trend,%bug,0.441176471
Trend,%reducedCost,0.713793103
Trend,F1,0.545310854
Trend,%bug,0.733333333
Trend,%reducedCost,0.625
Trend,F1,0.674846626
Trend,%bug,0.944444444
Trend,%reducedCost,0.524647887
Trend,F1,0.674567244
Trend,%bug,0.333333333
Trend,%reducedCost,0.893670886
Trend,F1,0.485557084
Trend,%bug,1
Trend,%reducedCost,0.205607477
Trend,F1,0.341085271
Trend,%bug,1
Trend,%reducedCost,0.03030303
Trend,F1,0.058823529
Trend,%bug,1
Trend,%reducedCost,0.196078431
Trend,F1,0.327868852
Trend,%bug,0.923076923
Trend,%reducedCost,0.580188679
Trend,F1,0.712527154
Trend,%bug,0.75
Trend,%reducedCost,0.66440678
Trend,F1,0.704613541
Trend,%bug,0.862068966
Trend,%reducedCost,0.639065817
Trend,F1,0.734003121
Trend,%bug,0.875
Trend,%reducedCost,0.610859729
Trend,F1,0.719451846
Trend,%bug,0.869565217
Trend,%reducedCost,0.324022346
Trend,F1,0.472120472
Trend,%bug,0.846153846
Trend,%reducedCost,0.633846154
Trend,F1,0.724772109
Trend,%bug,0.770833333
Trend,%reducedCost,0.673659674
Trend,F1,0.718977979
Trend,%bug,0.882352941
Trend,%reducedCost,0.426751592
Trend,F1,0.575271895
Trend,%bug,1
Trend,%reducedCost,0.410094637
Trend,F1,0.581655481
Trend,%bug,0.913043478
Trend,%reducedCost,0.4
Trend,F1,0.556291391
Trend,%bug,1
Trend,%reducedCost,0.225806452
Trend,F1,0.368421053
Trend,%bug,1
Trend,%reducedCost,0.116504854
Trend,F1,0.208695652
Trend,%bug,1
Trend,%reducedCost,0.297468354
Trend,F1,0.458536585
Trend,%bug,0.857142857
Trend,%reducedCost,0.572815534
Trend,F1,0.68671193
Trend,%bug,1
Trend,%reducedCost,0.19
Trend,F1,0.319327731
Trend,%bug,1
Trend,%reducedCost,0.120805369
Trend,F1,0.215568862
Trend,%bug,1
Trend,%reducedCost,0.378378378
Trend,F1,0.549019608
Trend,%bug,0.926829268
Trend,%reducedCost,0.496969697
Trend,F1,0.647009967
Trend,%bug,0.857142857
Trend,%reducedCost,0.563451777
Trend,F1,0.679938744
Trend,%bug,0.918918919
Trend,%reducedCost,0.523809524
Trend,F1,0.667261374
Trend,%bug,0.719298246
Trend,%reducedCost,0.768898488
Trend,F1,0.743271801
Trend,%bug,0.7
Trend,%reducedCost,0.520547945
Trend,F1,0.59708193
Trend,%bug,0.882352941
Trend,%reducedCost,0.445378151
Trend,F1,0.591958302
Trend,%bug,1
Trend,%reducedCost,0.4
Trend,F1,0.571428571
Trend,%bug,0.451612903
Trend,%reducedCost,0.805555556
Trend,F1,0.5787598
Trend,%bug,1
Trend,%reducedCost,0.436893204
Trend,F1,0.608108108
Trend,%bug,0.875
Trend,%reducedCost,0.56870229
Trend,F1,0.68935889
Trend,%bug,0.882352941
Trend,%reducedCost,0.368852459
Trend,F1,0.520231214
Trend,%bug,0.941176471
Trend,%reducedCost,0.425
Trend,F1,0.585575888
Trend,%bug,0.772727273
Trend,%reducedCost,0.509677419
Trend,F1,0.614223645
Trend,%bug,0.763157895
Trend,%reducedCost,0.732026144
Trend,F1,0.747267917
Trend,%bug,0.962962963
Trend,%reducedCost,0.271794872
Trend,F1,0.423934779
Trend,%bug,0.863636364
Trend,%reducedCost,0.363057325
Trend,F1,0.511210762
Trend,%bug,1
Trend,%reducedCost,0.071428571
Trend,F1,0.133333333
Trend,%bug,1
Trend,%reducedCost,0.198198198
Trend,F1,0.330827068
Trend,%bug,0.75
Trend,%reducedCost,0.549180328
Trend,F1,0.634069401
Trend,%bug,0.96
Trend,%reducedCost,0.256410256
Trend,F1,0.404721754
Trend,%bug,0.851851852
Trend,%reducedCost,0.576036866
Trend,F1,0.687305761
Peak,%bug,0.941176471
Peak,%reducedCost,0.516666667
Peak,F1,0.667114997
Peak,%bug,0.807692308
Peak,%reducedCost,0.737089202
Peak,F1,0.770777323
Peak,%bug,0.866666667
Peak,%reducedCost,0.541284404
Peak,F1,0.666377063
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.888888889
Peak,%reducedCost,0.244094488
Peak,F1,0.383011583
Peak,%bug,0.512820513
Peak,%reducedCost,0.815151515
Peak,F1,0.629571119
Peak,%bug,0.913043478
Peak,%reducedCost,0.48
Peak,F1,0.629213483
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.928571429
Peak,%reducedCost,0.623762376
Peak,F1,0.746241458
Peak,%bug,0.857142857
Peak,%reducedCost,0.565217391
Peak,F1,0.681222707
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.555555556
Peak,%reducedCost,0.822916667
Peak,F1,0.663308144
Peak,%bug,0.65
Peak,%reducedCost,0.806748466
Peak,F1,0.71994104
Peak,%bug,0.692307692
Peak,%reducedCost,0.739130435
Peak,F1,0.714953271
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.866666667
Peak,%reducedCost,0.603603604
Peak,F1,0.711601307
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.882352941
Peak,%reducedCost,0.596638655
Peak,F1,0.711898396
Peak,%bug,0.833333333
Peak,%reducedCost,0.724637681
Peak,F1,0.775193798
Peak,%bug,0.565217391
Peak,%reducedCost,0.849462366
Peak,F1,0.678783873
Peak,%bug,0.676470588
Peak,%reducedCost,0.615131579
Peak,F1,0.644344569
Peak,%bug,0.535714286
Peak,%reducedCost,0.756345178
Peak,F1,0.627192367
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.947368421
Peak,%reducedCost,0.617647059
Peak,F1,0.747774481
Peak,%bug,0.764705882
Peak,%reducedCost,0.658536585
Peak,F1,0.70766129
Peak,%bug,0.5
Peak,%reducedCost,0.725490196
Peak,F1,0.592
Peak,%bug,0.681818182
Peak,%reducedCost,0.729559748
Peak,F1,0.704881507
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.833333333
Peak,%reducedCost,0.553672316
Peak,F1,0.665308893
Peak,%bug,0.5
Peak,%reducedCost,0.81120944
Peak,F1,0.618672666
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.962962963
Peak,%reducedCost,0.582474227
Peak,F1,0.725880173
Peak,%bug,0.838709677
Peak,%reducedCost,0.788
Peak,F1,0.812564448
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.914893617
Peak,%reducedCost,0.411027569
Peak,F1,0.567223004
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.535714286
Peak,%reducedCost,0.756345178
Peak,F1,0.627192367
Peak,%bug,0.8
Peak,%reducedCost,0.672535211
Peak,F1,0.730750837
Peak,%bug,0.761904762
Peak,%reducedCost,0.738255034
Peak,F1,0.749893481
Peak,%bug,0.75
Peak,%reducedCost,0.697674419
Peak,F1,0.722891566
Peak,%bug,0.714285714
Peak,%reducedCost,0.795847751
Peak,F1,0.752864157
Peak,%bug,0.533333333
Peak,%reducedCost,0.798353909
Peak,F1,0.6394726
Peak,%bug,0.543478261
Peak,%reducedCost,0.837837838
Peak,F1,0.659293917
Peak,%bug,0.666666667
Peak,%reducedCost,0.58490566
Peak,F1,0.623115578
Peak,%bug,0.6
Peak,%reducedCost,0.591304348
Peak,F1,0.595620438
Peak,%bug,0.64516129
Peak,%reducedCost,0.801526718
Peak,F1,0.714893617
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.8125
Peak,%reducedCost,0.64516129
Peak,F1,0.71922545
Peak,%bug,0.84
Peak,%reducedCost,0.666666667
Peak,F1,0.743362832
Peak,%bug,0.481481481
Peak,%reducedCost,0.837962963
Peak,F1,0.611565952
Peak,%bug,0.782608696
Peak,%reducedCost,0.605882353
Peak,F1,0.682998711
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.842105263
Peak,%reducedCost,0.654135338
Peak,F1,0.736313145
Peak,%bug,0.5625
Peak,%reducedCost,0.77480916
Peak,F1,0.651801641
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.807692308
Peak,%reducedCost,0.754716981
Peak,F1,0.780306549
Peak,%bug,0.555555556
Peak,%reducedCost,0.760869565
Peak,F1,0.642201835
Peak,%bug,0.727272727
Peak,%reducedCost,0.670658683
Peak,F1,0.697819315
Peak,%bug,0.692307692
Peak,%reducedCost,0.739130435
Peak,F1,0.714953271
Peak,%bug,0.925925926
Peak,%reducedCost,0.689189189
Peak,F1,0.790207623
Peak,%bug,1
Peak,%reducedCost,0.1875
Peak,F1,0.315789474
Peak,%bug,1
Peak,%reducedCost,0.567567568
Peak,F1,0.724137931
Peak,%bug,0.882352941
Peak,%reducedCost,0.454545455
Peak,F1,0.6
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.551724138
Peak,%reducedCost,0.82869379
Peak,F1,0.662423108
Peak,%bug,0.913043478
Peak,%reducedCost,0.48
Peak,F1,0.629213483
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.926829268
Peak,%reducedCost,0.469879518
Peak,F1,0.623606143
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.947368421
Peak,%reducedCost,0.406015038
Peak,F1,0.568421053
Peak,%bug,0.714285714
Peak,%reducedCost,0.62
Peak,F1,0.663811563
Peak,%bug,1
Peak,%reducedCost,0.521367521
Peak,F1,0.685393258
Peak,%bug,0.976744186
Peak,%reducedCost,0.276162791
Peak,F1,0.430583284
Peak,%bug,0.714285714
Peak,%reducedCost,0.68852459
Peak,F1,0.701168614
Peak,%bug,0.76
Peak,%reducedCost,0.752475248
Peak,F1,0.756218905
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.925925926
Peak,%reducedCost,0.562770563
Peak,F1,0.70005385
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.925925926
Peak,%reducedCost,0.562770563
Peak,F1,0.70005385
Peak,%bug,0.545454545
Peak,%reducedCost,0.826568266
Peak,F1,0.657212714
Peak,%bug,0.684210526
Peak,%reducedCost,0.514925373
Peak,F1,0.587618736
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.941176471
Peak,%reducedCost,0.325203252
Peak,F1,0.483383686
Peak,%bug,0.411764706
Peak,%reducedCost,0.849514563
Peak,F1,0.554675119
Peak,%bug,0.9375
Peak,%reducedCost,0.606837607
Peak,F1,0.736769284
Peak,%bug,0.684210526
Peak,%reducedCost,0.724025974
Peak,F1,0.703555394
Peak,%bug,0.52173913
Peak,%reducedCost,0.644444444
Peak,F1,0.576636288
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.925925926
Peak,%reducedCost,0.689189189
Peak,F1,0.790207623
Peak,%bug,1
Peak,%reducedCost,0.423076923
Peak,F1,0.594594595
Peak,%bug,1
Peak,%reducedCost,0.649122807
Peak,F1,0.787234043
Peak,%bug,0.823529412
Peak,%reducedCost,0.700361011
Peak,F1,0.75696767
Peak,%bug,0.64516129
Peak,%reducedCost,0.740740741
Peak,F1,0.689655172
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.5
Peak,%reducedCost,0.767527675
Peak,F1,0.605531295
Peak,%bug,0.735294118
Peak,%reducedCost,0.802120141
Peak,F1,0.767254783
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.740740741
Peak,%reducedCost,0.802690583
Peak,F1,0.770472399
Peak,%bug,0.575
Peak,%reducedCost,0.852760736
